productId,price,productName
756480651593,668,dlXfuAfiKnEprJisn
139661689077,7707,wDcLlnWpbAeQd
156312281812,9907,shtFqYbzmGxySle
321351904557,9491,TyNdJfKpSjYsFfXxIf
10179853296,8982,RpTqcUeGdCrKuz
543365474145,2445,zEjpWbXjYwj
682149099316,556,eOtXkyhfeb
410545726936,2172,UmFhbk
82777747114,4062,pUwgaGjGzYurSo
570897148517,3867,azwAzVtfVfrKz
514659024367,9818,clQjKmpPbGxWmnxj
64946356953,3950,SvdrrPbQwJz
154666935588,3301,oUvKxAwCuNtOpLlYnVjIkr
799671409058,3949,fVdflTvBhShZaRn
42930727146,4061,sFwkUypiNkt
428043149261,8246,bAbsolAgOdRzXya
219189394363,7337,lrWfddkwLtwWwnm
568394908426,3432,ZaSjcmCoqPeYsFsKdog
541597846051,7043,bfDee
223886809759,9058,tDyya
22685835606,7651,ApLtbYbyTiu
90149044415,4542,NdpKfNtOdYvOkMtdzpWc
58855148237,1171,CeBylez
769316625148,7512,yxUqOsoaxOn
172277292129,7728,DbiAtCiefWeQiph
89676825648,4922,xDsHeOjgUkuf
68971257432,7855,WjwcuuRdhPvNqIbTs
6966896837,5120,opJulDfhrXzLyj
37586648177,5151,rehShobpLdc
141988285376,9780,kFnGkepYxJuVgGqcBuZh
15023751412,2137,CuKaNtYjl
407419096741,7423,CdGouUnVarBwkYfRlKf
267175692399,9963,gbqKi
616018369865,8809,zBscJtMbznIzcBs
890424048,5719,XgIyPcYggHqOeIyMq
1189773126,248,tfRvgJoTwNlIwtiLx
39424362503,8279,jQjkmk
16656587800,6761,FxFvesLvnBgeEj
82674954942,4861,fOvcvhdRnPwAf
83442546942,4079,zvXtauvJc
154437222528,9354,SvRpCjDhOqQzgiuyz
130012508490,5913,AvtZfBjLxz
269135762866,2283,furwVz
297156836207,8362,xxgHs
291325551897,4008,nTvkbVhHsXoqBo
952199069007,1687,kPtvOpJd
155641038859,2702,ArelHudmxTmGyh
673840453311,5638,TwNsxJg
16348997419,747,XslcohXtBhj
479912869277,2575,fvWyIcJeNxRh
898783936378,5526,dGnVrzdIgIsui
537481566372,4056,NlvDdFdqNhaZdWqzDic
212519661562,794,EyNjPiTqMyBhZljCxKkp
218719287856,3277,ZqRszayVuppDiWlUlRv
97324171553,8613,bRqpdVdcBl
939930416739,8051,GxcGrw
127837553176,5323,TrRecvvDnLmNtSeUn
730634891263,4669,ZjxCsDd
337524504277,9188,vubxdSrYc
98394603610,4306,UbKvjj
938795697051,7155,ghLburtpmbDyPo
57690451306,340,eTlltWiyct
795892128583,375,JdEwkkVipCnezMocTy
193096111852,8439,veNoCf
558453398790,5298,XpzNbwKmZhzqWiSj
624114864946,1532,sTrGsFxZhdHh
95843251463,7243,HbVmJsgUgCarkWrCxQs
370087968636,3573,eHyjhWnVhv
688580933398,3305,PuWiCoNvJmoIiazXu
33205537688,7353,YoXlWbJiFnUoZtmdQb
152380498538,6388,XyHjKozbOlfsrjo
894731204493,22,giLxTcCvvNsObiaDd
564990483606,846,GqYmDtvAnYvtgnBkq
642137583114,9559,FaZpjn
94968948823,9020,NoCivLcoJwVziaPu
530241058697,9244,XvsnmaffveDnFxg
542864771238,5085,DkwTezKtm
8476681851,391,GrAlDcwUnZqDouoYuew
5966073901,4046,CbCtrMwjFhzTzsp
9357454927,4461,ddAmlwQsPeHqiub
17591438807,1411,RodpMjd
562754128146,1504,ElEgvqipn
1942956991,9272,axDfVenaOdCgXaYdHhDo
265815074930,6953,lMrxQp
619962591499,639,wWjLlpghJxKubwyy
125999811621,8462,kuPouSnKnuGsId
831513184467,4722,ppno
319228235215,5933,kAdRtr
287490909467,4138,XeSciYkOjzKvfPzIqBv
172297697638,9611,FalYuGwzDpJepIewUbMb
59510646511,3037,sbQixewRzivWmZfs
587450013598,1410,UaDvTiDocdoVgXtnsSv
659324508648,2733,mcDfasFrMdBe
11756224750,9291,EncGgGb
293192766565,9355,ZljRictGqVeVb
552683557068,2603,EteFyDoepDbqxjnw
781590667526,2587,cKtXgFfukjdHtlau
257444878825,8183,JnpeQalCzLuXnPn
161224179409,3793,qXuXjiDzGdeNn
86112505032,7992,RdJdWhc
845632049734,3467,WxDtEcfefFgoYkvk
7102276801,8936,RgVuXjGhEqHnrjZbAqzs
207099941905,8492,gPlbVp
212881571260,8958,Wedwgw
671894714580,9876,TpUeCsDd
967362555166,6572,WjAbmOeMeMhZyXbOd
528841068244,5318,obRwa
78157804125,8400,Pybet
935393325201,5826,DlMksVjBtddEvNpiHm
235670096910,7102,ddfuxHdfYx
914810381590,4338,UzAmJuzRqEhIksUz
156970994294,9975,FpIaxNyHlod
79832396433,8330,AaZcmzWfGh
623912698961,9210,AgDvdSkm
604971315787,8976,LohzZjxLmp
392299594705,7338,qiUzmQvu
176272506120,8275,zJixrqnIhtQzIwUa
995061086167,1112,JfSqwkmXhzw
342596733787,5601,AcjmMpAk
13597685847,3875,MyHtHlGyCcCvvjmEx
7107551689,5244,Esdhi
796036497821,5704,ovQoSzbKiPtl
23242447654,765,LhrLdZgJmScEuzo
539126172681,127,gDhfhWxBiBfm
253322283823,3651,fiEon
603811659877,8026,kxqqGnSvhEq
46925281464,7224,TjvCgkGkjp
55289444863,4571,uRcSjHmcXx
82846019120,4042,wHwqnRlCvTl
760058063781,6013,oXoHeHqbRsIn
51616371334,893,avQhwMoJiwCur
43307532449,6002,JmUlPyWcIqGi
92095058863,608,UjNfztAuMkzWpVcFidf
203620363059,8313,tPpolNkoChhfaRoJp
545143659321,1532,WbVjqfLtu
82645448115,389,jmJgwuYiAiWblxa
127213675057,7821,RoQlFxKbFsd
11602285734,4836,NlGuWqzoCx
306276186467,4183,KipRevSgidzd
538295108853,9804,GrjfEpcqojvzObOs
321079595442,6618,DplEdt
100982583199,1957,XrDcImTm
486028617584,4609,zrVusJrsbXmz
35732614331,3009,xMnzUsDgfElTmQq
11272729417,5765,JeZlqZmaFixoSwNkCy
344466255121,124,tvKaQjpkBnzt
229118044919,6166,wZbHmxuHmPnhwmOj
614660790,7327,zKwxq
264694441194,6987,ZimKqhwMqEzMdBn
26367322879,289,ElWfFzWgCuzkcPqa
741277138193,813,OdVquhUzkxbs
82228932643,133,kDmZcFiCyl
8585305211,3429,VatDsQaDld
687661622636,568,PlepsBnLkpTcKg
77552384250,9092,FuQyxVhNzVqZosg
10627578628,8310,McklsGzMm
985656467033,407,pzHzOo
757564292247,9401,pPqjiEnuBwqr
569997769558,3094,zdgb
782952069372,6064,OmyycFvGcJpNhyXvAfPm
6087689668,66,joVtvvdabrRqNod
249432442640,7295,TroxsBfly
2735788154,2009,OlvrkyrsvSaZmrp
980912569535,2862,xKeKsZtBfQxWjAhiAt
795161414504,3609,KsYrQfbg
508193304309,3075,IvwgvUr
28118175403,2539,ddojt
742797316203,1523,PthCggRuyZpEva
21656964934,9891,jMeGznDvcglYc
69523759914,9244,oYdcqkfNoUoanlYp
253295358778,5272,OemYpKyYjvNibxi
172242696057,684,wutGurCkfbadOeOx
37747023682,971,wSxEfaahBkd
47688623896,8838,GvocbrkZjUhaJz
88384691481,6863,ZxoRpkEl
142755483462,828,YzhAuvgReSiQce
61944343327,1639,yQwNoeLskgonOg
278565438876,4297,VsOzIahRkPbmFpaLe
53331256793,3548,ycCzRyYza
4726259595,1727,TtbAlxNrfdqsf
263560802552,2136,EvDaCkVhrbQjJoJmTlb
158279585602,12,GzwRnvPcc
145562163774,402,zdlwCqbNrc
683570041116,6899,tIaiEyHxBj
12628104616,5939,zGgJzRzXsmpGrc
52951007291,97,FxKvgMgvryv
699267031403,9178,BpHbomUct
49442625094,1558,JyAwLupAvAfIiVokTklLd
223426495565,3276,rkaTkjzptmItu
885024522652,2009,wXdHjgMvLdOrUnhoFm
400560676233,1454,sLrskUriyJtPwszIo
972034573004,3899,FfFeAogyy
219264409009,7113,ZsjKisuhVpqWw
440074334304,3487,VbUoNogDf
669422754873,5933,pZcSgqqhXbXd
731245833898,9879,UmKaUoyrZhzbhGyXd
72827680138,5375,iDeyEpzBfd
105484064097,1540,JpLfYkeGgDqxql
812640157712,3566,eusrXeKoBq
661723495403,1072,CaVvGynUkfxEs
796613077786,4340,EqnGvlgKoxhRshYh
185981901186,8485,yahebDzffdiHy
118133539795,5337,HsaCrplOssJpZnvdPl
55649079567,6290,sloWrDxLxRaxDkDr
438046422777,9112,oKpxvTyCzGxLat
84447829103,5699,BarNaYcnVsQjRz
55525850755,5641,pTbaulwCtu
881128980,7873,wWdZopk
567191423713,9340,bPiWulncHckzNrrl
131072245784,3343,MwUnnqWvjWnJvflkIg
182314622379,5922,PyvmhsJwSut
15611595855,9860,OmFmZdl
37791359931,4023,nwApfVlHm
863583376811,168,JweWxGo
955948044024,6214,YxuiAhzqOuPe
505527022745,4967,JdJhWuzMeUnGrOiMoLu
4351242009,7472,JlUyiuIhVwKt
877693906465,5820,cmWcYrinQcyc
42621047241,2401,gjsedOkcWd
63042756551,4042,YjYzMwFetClEo
713174529540,7519,gEdpayMpDbq
527789553276,5977,wHzJfFakdUqa
500679816,2763,dqVyvTutClNn
541685726438,6638,WxAlpAwiQhJzvOtYyDnFs
220728206103,1203,ForXkdWgbsYm
750218368222,5100,UdBsVtBzkurjfJf
172828766119,7835,OjwqrkJsOtLdVpDbkQt
964692702731,2679,FribwlQmUv
805751681148,9763,rSzkKl
520916558893,8358,CrWjsAm
9712405678,4669,qFwgOxtPlg
699426624331,9338,XrrOwxtTwXtHkfBeVz
63482167870,5526,RjUhqtwvJjNnUqMpb
77293869269,4055,iUzQhKqAxdRm
400677992388,7826,dAcDhwXdcDviJdta
171699112801,3087,QubLdk
66225593110,2671,LrYyEgHgpqOeWpv
8994978621,6918,xlaHwFynHlzGwkyx
230672729053,4973,ujBqSgDpVqui
15296024080,9788,difHuJbgGhXbk
110217805042,8186,WkbnKb
203621631950,9831,roSjp
762453281364,5612,ildmXgfUeXln
14333997851,4267,cPgnoBpqCx
447348552059,8437,frMwKtbsw
799544071441,6237,fAiWkeSpLm
410353427081,1718,fVzZeAiz
165825403282,6959,ViPnxd
272751267102,1543,ckHykSqBqHaZy
16167936456,2331,SeiGjuNkgx
93618669612,2164,UgzHkyWblAzvDf
272422524896,15,gjrd
303630071910,1213,JroLijflPcp
739465691534,3799,rpcUcxOtMlvNhDs
8904214506,1637,DdBaeYjAkFig
60604182018,4161,hxKglFpuc
191665544192,1793,eoejKouRy
195327494386,2551,QnpNxCqrMb
23074365144,2313,mKaUpMjsXidl
57001892809,5119,cRyRgYgRaHePxw
76942839983,2290,pBcBdRzSyNqylWy
899634546562,625,uVsqi
37547783375,1332,wgsAtQrSoVlcwax
21814886339,3965,aoIuj
515718286193,6592,poOajaGgKesaMmko
407290588964,9449,PkpYaigmBj
692229947687,3116,rmYzWfJedKyAtpExwm
276247132598,728,MsrDkgSg
3478781434,428,nOzzufnKhDxzIawIx
854018646410,1277,uJaChEz
20054385127,8637,jzSgBoUhvnvKxodEw
608064014094,2171,xcvQvIoMmbBzwy
974361854528,2921,yPwGnVxeNmeSutVhlp
94824571254,3958,aOdFzSeoQdwUe
228026848763,343,giPaEhRqBcobla
350049359225,8252,nYwoxCgEftuFdLsPxr
284926904335,2791,mdogyJe
728751498587,2177,pHmFyFn
752540785719,4179,QpuMcMsJyIeHhXyGzBbPi
234859324448,4818,aPqhz
671619898894,2029,rSmzKu
514911328566,1357,XhXuLyPralVoLn
431988042924,4462,epBxwjpqo
899421175608,3579,gltMaSkSmjmWv
392382348458,4343,fuiu
85689837931,7078,LvJxxzmVgmnYsDszPo
853782613145,5373,UoGgecdSfwkxEbuKx
52629527432,2245,HnKcKzBwlsvs
174377488097,3357,YorbKpIsc
664020708868,857,JbWnJbqGwMl
71996357092,1301,kkEsdgcrGrJuQw
213851564333,1577,ebwb
63288925922,6603,ZvHoIsWiFbjilQa
514329317431,2686,XrmFmCxEyjLlGwWdEb
89492297817,730,btLoVh
996342612284,3479,RkYoyJbBrNkeFdMrtbIi
965022674980,9675,IzdHgQsYiDiBpRgRhTn
21046787383,5157,tzArAvSeeDfMt
22878755611,9993,Qktrpg
13478492615,1491,xyWcvkcq
19639318868,5359,PzaoWhToVqJuBas
994837953358,9369,ytnPuu
484973724441,2230,iqvGzlSxlAgvZei
79685853259,9467,JpXaVbb
241941748835,9581,EvFxUpskAeHj
967240346424,2195,rklVaYmaBv
285675231082,4727,dTljBdFksNdHy
746798032200,1448,bfbg
892263609456,473,oxoiPnGpKf
371815339810,2631,yrhBuMhLkSzRxLlXkSwg
786567312892,3472,iUsudFzhasIjeXuw
975722482234,5163,hKiltsKx
958474814066,3983,gEwbc
391456002948,1934,bNvEcOheRbEj
503369685378,2320,NobGdnpTmHeXpMy
43480575287,5770,mueWjLgzzHqGmejNh
33035583336,1712,xVtzhPxCjhApOds
644024926508,3122,jEiEgmiVexorNc
154965042748,1702,vZwssnIt
78865515265,7158,DwbXlSzWc
398499309093,7770,thbMwiJdhv
195672928284,9230,xPsIvKyDzTh
515685445364,3371,rnepg
170410924318,1884,bXhlMnoZq
342310325078,492,zvfIsctKeQs
53361251526,6708,menwcGvnOgVwu
462520432358,3329,wriyPyqVo
228453564989,6325,ZvohYyWdwwOlOijZm
142067392135,7178,BnUubEenCuebeDbIuQs
419860872182,418,oEkrzuOvRtZpsn
444590569872,9423,esmeFrdJwEy
27292638859,1326,JfDfCelVpJlHhUgWwBx
59857071525,5368,DzAhPptFv
934581132816,8906,ViZnNynszp
21736428794,4615,fdUpwxz
481831494214,4751,gCtXrbhFym
120026823845,3123,NgLigyNgBdMghNuKbbZn
45983189731,8612,yDxkGzMu
456090691384,1646,dLkFkEuoCxRj
911870126352,2784,sImTvYjoFsug
43658319181,2081,csLhHvXtmVjdkNe
68489758062,8848,iwTfOpuvZzYk
32283407654,9875,pCvrRcLh
790874153064,6857,oSiJlJxNkoHdkaYh
80131878513,5095,XzzYsRqWbFdoyGmrhKs
118066844761,1115,WwYqGuTrkMydWrm
458564660,8439,UfinFnxOl
290770231653,4740,dWmvevZur
381536745226,1302,jlrZyWtOpFxRp
727364494390,258,UaSxTgxeCdpiyzj
739160868971,5168,HbSkjcpMe
179884555140,7113,JfdcnFds
111262112130,1383,ClcTatmIb
42594419793,5863,OpXniec
583652374382,4194,fybQyXrEyIyOwiAkdKg
49187859436,3824,YyjaInPv
116364663163,7666,acxHqkDqWxYbp
53137060261,6094,lYurQhOfJkHbqRdUt
44571906525,4273,OnYiars
35525457319,1873,ZhQxWjRpAeka
5382281777,7648,OlkbSjVvo
729377251561,3401,NkIprMhy
695875699670,3424,zbGlTttOfm
123190753530,9888,NzbFgn
24435728725,782,mKapjjBt
72313239529,1280,grMzfKzIxiSaFmp
261016642932,9600,psfosPq
70207275799,71,DykpDfp
61919984651,5990,usjIhwaVmpzgzj
329327465225,3884,TxHtQmOhFqj
11979388221,4950,DznInsQxcKuqogZhq
647659764682,2570,eDycRbOwQdKa
29452529407,1344,pbkmDjnYgug
412645703223,9522,TzZujHsJbHwlj
731864486775,2326,bziKqpXhNa
329083855939,7563,MztDkpdEapGrXdVzy
43942114116,2407,zoMpwQy
172552418015,7126,WbNuUwhCxMyqVchFdPa
599289626251,7124,bQzPwoXaReu
282267684779,8545,kmdjHgitHrlxb
419664786709,7141,eArdLlpJg
160311176708,7195,mtynKooLbdXkMi
94133933342,4063,nIppxUmLiRmdo
2686624954,4466,MextCzGiYyvbLzph
23720559680,2175,mWbwaQibGhded
418346771100,824,CsHihfn
18886409596,6088,IaHast
837944262711,9544,PmBzLoDs
829219064952,3724,ciSwCnHuWzZh
146522094749,1818,XynJxCn
217915876021,334,Bsoft
510328773336,3280,QkAurMyk
3411623110,4046,QoEtqbbjGjWpEj
779040952567,2553,EnngjvynmOlqcu
259976645228,3654,ohmKcGcmycf
5403741108,1747,VfCscNoSe
93097144011,2450,bvyav
93552165169,6871,qWpOgm
31596861702,4780,bTsJxvgytMcf
466399341895,3086,cgJsLwBtIaZsDlBtrJbLi
1513906432,2519,EdRyrjyeQjOzyWv
522058989800,5233,gVyYznNuTuijDmix
40689051169,4622,mXfhh
918262884237,1688,OdzGmYcXcqcFwKel
561361504093,4102,ViExNvHosInhxPu
81198167404,5216,iAhkNsmqbhKrLvs
667042795358,3708,xsCgfjKuqAcgix
48557597290,757,mdTfgjizVki
22248547666,5662,QzZetgIx
182821904492,4567,fOtZjBgPcWr
62511224656,2747,lNqcQfAab
543535228160,9659,LeMswgcpFfi
231113704900,8894,FaJtkOqEuwNnonYoaf
83344417213,9305,zBolAuAcDsbNb
549688877565,9081,eVicUiIia
200363474265,2670,eUphIrtorLqAa
58818147896,437,leLye
109687608757,3828,EohNmJq
624899147476,981,VcdFoxLvsprSj
923399386288,3957,dzxUrCvmg
181052643590,9319,DpIoJfosrKcu
976932605798,6402,xiJbyKh
435989344424,3576,AhIgftqhBrHzbgpGy
96645256610,757,WrjBjvnXgoggCrt
939344359387,344,aKsXuxDpYcimAiPgp
718553021721,1415,fLyVsx
505840998333,48,vQkcvgTpleyUw
11181971034,962,qBsagq
55298992831,3077,nvdMaSnfbiYkn
393669616640,1339,sWsfIbXsAhIvIb
88587388897,4335,HkzUocCdwkfRancVs
476349269813,269,NacZtCiiAtKwk
208436423513,2244,KaFarNnMcMeBhge
688414379361,2564,inrcv
38131980828,4048,caZlTtXkfa
742166455490,5222,lwoTsNfsgdtJhArLm
541961488032,9180,pukxbaBwyy
374740623342,1761,AaQokwuPny
6531404683,3209,GchUoPlVdGjoYjQnDg
741168217053,9048,NhvNeXcmJcJepuxAnu
163578887476,28,bKtedFa
650540522057,7191,rMckHjpkoIpMd
78366110633,2249,fBmyMrgAq
101026229341,1319,Dlmyk
2620235277,5561,zxItuZbFsRasKlw
41986532120,8340,BmEjRhUuGsKa
18879881752,9922,kAeFxmxDhp
799688626443,3286,ZnbNihmEnsVztlAt
720237299378,6860,gCvDcUs
310032097092,8867,NadaNnGu
722796115520,4164,lMycFmAsbSlGoJdpem
79349458662,2701,KyIvfJfWzw
527887252284,6344,YxAnYtyVv
408871162840,3362,IsEdcisjRm
593468035949,1045,AzhCza
5196187213,2546,IuSnen
693941128908,7792,mxApDxgxwhEeLyVb
401442812695,7186,jgLrWmvLtuZergy
831113326254,6962,pMsZmAy
686437157259,7529,VeVmYnDkVo
4339401698,9295,FymyNaMdKrl
828340139470,5953,KqNqSlXeaPixkZm
845175756179,3949,BzVlOcKk
403287719441,9323,tYcJlBxUnEpStknRb
577021485073,7066,BmxFrAnAnwlHwHtw
79889867659,7571,CeRuotGcOuLzZlOu
